service_order_no,order_dt,region,job_code,technician_id,parts_cost,labor_cost,truck_cost,base_cost,list_price,discount_pct,sell_price,warranty_flag,margin_amount,margin_pct,week,year
90195,2024-11-06,DE-Berlin,84015,T0058,303.3,55.84,26.71,385.85,512.79,0.106,458.35,1,72.5,0.1582,45,2024
90196,2024-10-25,DE-Munich,83020,T0387,86.12,41.65,19.56,147.33,189.58,0.105,169.66,0,22.33,0.1316,43,2024
90197,2024-12-14,EU-EMEA-Remote,81120,T0225,178.72,86.39,18.17,283.28,331.03,0.074,306.67,0,23.39,0.0763,50,2024
90198,2024-01-08,DE-Berlin,84015,T0084,144.34,70.97,29.92,245.23,343.69,0.136,296.84,0,51.61,0.1739,2,2024
90199,2024-08-29,DE-Berlin,85005,T0195,163.08,82.75,14.66,281.32,361.81,0.274,262.75,0,-18.57,-0.0707,35,2024
90200,2024-05-23,AT-Vienna,82010,T0142,469.5,66.12,23.34,558.96,549.89,0.062,515.58,0,-43.38,-0.0841,21,2024
90201,2024-05-08,NL-Amsterdam,84015,T0112,394.51,79.93,28.65,503.1,661.07,0.127,577.43,0,74.33,0.1287,19,2024
90202,2024-07-29,DE-Munich,81433,T0322,118.05,57.86,10.41,201.23,209.59,0.066,195.68,0,-5.55,-0.0284,31,2024
90203,2024-08-19,DE-Berlin,85005,T0341,120.91,78.91,25.67,243.53,296.1,0.127,258.63,0,15.1,0.0584,34,2024
90204,2024-06-25,DE-Munich,81433,T0131,184.95,84.26,5.0,296.15,367.86,0.038,353.92,0,57.77,0.1632,26,2024
90205,2024-02-14,EU-EMEA-Remote,83020,T0007,168.1,59.0,5.0,232.09,317.27,0.077,292.89,0,60.8,0.2076,7,2024
90206,2024-01-10,AT-Vienna,85005,T0350,63.78,83.24,21.18,168.2,204.05,0.166,170.12,1,1.92,0.0113,2,2024
90207,2024-10-29,DE-Munich,81120,T0138,319.77,75.21,12.39,407.37,469.76,0.067,438.1,0,30.73,0.0701,44,2024
90208,2024-06-25,DE-Hamburg,81433,T0122,608.44,89.16,17.6,772.42,807.98,0.039,776.76,0,4.34,0.0056,26,2024
90209,2024-05-07,DE-Berlin,84015,T0017,118.0,74.8,33.78,226.58,260.73,0.191,210.99,0,-15.59,-0.0739,19,2024
90210,2024-01-06,AT-Vienna,82010,T0197,254.17,56.7,18.71,329.58,360.68,0.095,326.29,0,-3.29,-0.0101,1,2024
90211,2024-05-24,EU-EMEA-Remote,81120,T0054,837.17,36.38,14.31,887.86,1121.46,0.108,1000.86,1,113.0,0.1129,21,2024
90212,2024-01-12,DE-Hamburg,82010,T0303,267.74,18.0,15.4,301.14,353.27,0.152,299.61,0,-1.53,-0.0051,2,2024
90213,2024-12-28,DE-Munich,82010,T0201,606.43,67.99,15.28,689.7,822.44,0.09,748.62,0,58.92,0.0787,52,2024
90214,2024-06-09,DE-Munich,81433,T0040,95.6,126.3,14.88,255.72,307.53,0.141,264.23,1,8.51,0.0322,23,2024
90215,2024-10-23,EU-EMEA-Remote,81433,T0249,53.41,43.26,19.14,115.81,130.49,0.106,116.72,0,0.91,0.0078,43,2024
90216,2024-02-06,AT-Vienna,84015,T0193,115.14,79.13,21.24,215.51,255.93,0.185,208.48,0,-7.03,-0.0337,6,2024
90217,2024-03-10,DE-Berlin,84015,T0149,467.45,81.41,28.45,577.31,697.9,0.132,605.73,0,28.42,0.0469,10,2024
90218,2024-12-29,NL-Amsterdam,81120,T0045,330.67,86.93,29.32,446.92,568.49,0.162,476.23,0,29.31,0.0615,52,2024
90219,2024-04-03,EU-EMEA-Remote,81120,T0039,537.84,66.51,32.48,636.83,746.73,0.096,674.89,0,38.06,0.0564,14,2024
90220,2024-02-19,DE-Munich,81433,T0277,173.8,63.03,28.3,265.14,288.76,0.022,282.35,0,17.21,0.061,8,2024
90221,2024-11-13,AT-Vienna,84015,T0214,282.14,110.0,19.82,411.96,520.25,0.095,470.93,0,58.97,0.1252,46,2024
90222,2024-08-11,DE-Hamburg,84015,T0098,131.64,80.78,8.8,238.93,300.68,0.074,278.34,0,39.41,0.1416,32,2024
90223,2024-05-15,AT-Vienna,82010,T0260,661.72,23.28,26.63,711.64,905.48,0.076,836.33,0,124.69,0.1491,20,2024
90224,2024-04-02,DE-Munich,85005,T0073,57.61,69.14,26.58,153.32,188.13,0.042,180.31,0,26.99,0.1497,14,2024
90225,2024-11-10,DE-Hamburg,81433,T0150,202.56,105.2,20.2,327.96,438.37,0.078,403.99,0,76.03,0.1882,45,2024
90226,2024-06-27,AT-Vienna,81433,T0303,149.28,75.4,33.73,279.09,333.05,0.166,277.62,0,-1.47,-0.0053,26,2024
90227,2024-06-25,DE-Munich,81120,T0156,130.45,81.48,16.41,246.6,306.67,0.124,268.57,0,21.97,0.0818,26,2024
90228,2024-11-30,DE-Berlin,81120,T0359,126.33,66.6,20.77,213.69,255.05,0.124,223.34,0,9.65,0.0432,48,2024
90229,2024-02-17,DE-Hamburg,82010,T0099,322.07,71.74,13.83,407.64,521.08,0.033,503.66,0,96.02,0.1906,7,2024
90230,2024-05-06,AT-Vienna,81120,T0264,104.84,81.11,17.99,203.94,241.42,0.081,221.92,0,17.98,0.081,19,2024
90231,2024-07-30,DE-Hamburg,85005,T0036,168.78,70.0,29.31,289.53,389.26,0.021,381.05,0,91.52,0.2402,31,2024
90232,2024-04-15,DE-Munich,84015,T0142,60.98,23.65,27.96,112.59,130.95,0.103,117.46,0,4.87,0.0415,16,2024
90233,2024-03-18,DE-Berlin,81120,T0309,540.61,70.61,22.98,634.2,771.55,0.135,667.37,1,33.17,0.0497,12,2024
90234,2024-01-25,DE-Berlin,84015,T0044,392.49,50.24,14.85,457.58,494.23,0.38,306.42,0,-151.16,-0.4933,4,2024
90235,2024-03-08,AT-Vienna,82010,T0386,408.27,89.55,22.27,520.1,568.32,0.126,496.47,1,-23.63,-0.0476,10,2024
90236,2024-02-19,DE-Munich,83020,T0144,47.8,80.12,20.63,148.56,176.09,0.067,164.36,0,15.8,0.0961,8,2024
90237,2024-02-03,DE-Hamburg,81120,T0096,535.24,68.81,32.44,636.49,780.83,0.191,631.42,0,-5.07,-0.008,5,2024
90238,2024-11-27,DE-Berlin,83020,T0237,174.15,42.28,17.73,234.16,272.34,0.063,255.29,0,21.13,0.0828,48,2024
90239,2024-12-13,NL-Amsterdam,81433,T0383,634.4,103.34,21.38,759.13,763.34,0.15,648.66,1,-110.47,-0.1703,50,2024
90240,2024-03-09,DE-Munich,84015,T0207,418.78,37.01,19.32,475.12,582.75,0.156,491.82,1,16.7,0.034,10,2024
90241,2024-08-18,NL-Amsterdam,82010,T0222,410.92,53.1,21.14,523.97,609.61,0.166,508.64,0,-15.33,-0.0301,33,2024
90242,2024-04-05,DE-Berlin,85005,T0148,136.94,93.86,14.05,244.84,263.55,0.161,221.03,1,-23.81,-0.1077,14,2024
90243,2024-05-05,EU-EMEA-Remote,85005,T0353,140.56,32.12,28.56,201.24,256.14,0.04,245.98,0,44.74,0.1819,18,2024
90244,2024-09-08,EU-EMEA-Remote,85005,T0141,585.87,87.11,19.56,747.95,877.21,0.038,843.46,0,95.51,0.1132,36,2024
90245,2024-03-02,NL-Amsterdam,84015,T0203,732.14,56.94,11.67,800.75,906.52,0.05,860.74,0,59.99,0.0697,9,2024
90246,2024-12-16,DE-Hamburg,81120,T0153,307.35,64.71,7.23,379.29,405.1,0.033,391.67,0,12.38,0.0316,51,2024
90247,2024-03-19,AT-Vienna,81120,T0376,502.47,56.28,16.98,575.74,667.11,0.123,585.38,0,9.64,0.0165,12,2024
90248,2024-12-30,AT-Vienna,81120,T0130,71.92,74.78,28.49,175.18,232.92,0.075,215.55,0,40.37,0.1873,1,2024
90249,2024-03-17,AT-Vienna,82010,T0266,832.57,84.14,24.81,941.51,1137.26,0.069,1058.59,0,117.08,0.1106,11,2024
90250,2024-05-02,AT-Vienna,81120,T0212,22.33,94.97,29.15,146.45,152.16,0.156,128.44,1,-18.01,-0.1402,18,2024
90251,2024-12-19,DE-Munich,81120,T0119,348.5,92.4,23.36,464.26,549.56,0.095,497.41,0,33.15,0.0666,51,2024
90252,2024-01-09,EU-EMEA-Remote,81120,T0056,457.97,56.63,14.98,529.58,650.87,0.068,606.44,0,76.86,0.1267,2,2024
90253,2024-06-29,DE-Munich,84015,T0263,180.59,50.35,21.48,272.61,331.24,0.19,268.43,1,-4.18,-0.0156,26,2024
90254,2024-04-04,DE-Berlin,82010,T0368,138.11,49.37,9.55,197.04,235.52,0.112,209.11,0,12.07,0.0577,14,2024
90255,2024-12-19,NL-Amsterdam,84015,T0033,208.25,78.52,16.89,303.66,334.71,0.076,309.15,0,5.49,0.0178,51,2024
90256,2024-07-26,DE-Hamburg,81433,T0084,41.86,55.84,8.6,114.81,134.87,0.153,114.21,1,-0.6,-0.0053,30,2024
90257,2024-07-03,NL-Amsterdam,84015,T0259,526.77,84.65,16.35,678.0,806.07,0.079,742.76,1,64.76,0.0872,27,2024
90258,2024-06-30,DE-Berlin,82010,T0345,348.84,83.75,10.38,478.4,653.62,0.107,583.36,0,104.96,0.1799,26,2024
90259,2024-02-04,DE-Berlin,83020,T0219,150.59,49.56,15.99,216.14,261.15,0.198,209.55,1,-6.59,-0.0314,5,2024
90260,2024-09-25,DE-Berlin,81433,T0345,285.09,49.67,21.58,384.86,490.63,0.142,421.04,1,36.18,0.0859,39,2024
90261,2024-09-17,DE-Hamburg,81433,T0010,676.88,122.64,23.18,888.51,1039.59,0.172,860.3,0,-28.21,-0.0328,38,2024
90262,2024-02-14,EU-EMEA-Remote,84015,T0373,146.81,81.09,9.27,237.18,279.06,0.08,256.75,0,19.57,0.0762,7,2024
90263,2024-11-07,DE-Munich,81120,T0291,436.64,66.44,20.62,523.71,592.13,0.118,521.98,1,-1.73,-0.0033,45,2024
90264,2024-10-03,EU-EMEA-Remote,82010,T0286,270.56,71.42,17.51,359.49,433.15,0.099,390.09,1,30.6,0.0784,40,2024
90265,2024-10-26,DE-Hamburg,84015,T0107,287.26,110.0,26.57,423.83,470.28,0.034,454.09,0,30.26,0.0666,43,2024
90266,2024-10-01,DE-Berlin,85005,T0111,162.5,59.53,16.78,238.81,313.24,0.162,262.48,0,23.67,0.0902,40,2024
90267,2024-07-03,DE-Munich,82010,T0378,300.39,32.85,24.53,386.39,475.07,0.184,387.73,0,1.34,0.0035,27,2024
90268,2024-05-29,NL-Amsterdam,81433,T0347,300.99,117.38,21.5,439.88,519.27,0.151,440.92,0,1.04,0.0024,22,2024
90269,2024-05-01,DE-Berlin,84015,T0220,128.49,90.87,15.83,235.2,273.23,0.043,261.4,0,26.2,0.1002,18,2024
90270,2024-01-19,AT-Vienna,81433,T0287,398.42,97.68,5.0,501.1,577.48,0.101,519.27,0,18.17,0.035,3,2024
90271,2024-12-25,AT-Vienna,82010,T0064,491.44,73.81,18.88,584.13,700.79,0.098,632.28,0,48.15,0.0762,52,2024
90272,2024-09-04,DE-Hamburg,81120,T0161,57.98,71.65,22.06,163.82,191.44,0.064,179.17,0,15.35,0.0857,36,2024
90273,2024-01-06,DE-Hamburg,84015,T0286,328.14,29.88,24.95,382.98,401.9,0.096,363.29,0,-19.69,-0.0542,1,2024
90274,2024-05-13,DE-Hamburg,81120,T0378,235.35,105.4,14.85,355.59,444.07,0.053,420.73,0,65.14,0.1548,20,2024
90275,2024-11-22,NL-Amsterdam,84015,T0388,1012.74,67.28,23.88,1103.91,1354.55,0.144,1160.05,1,56.14,0.0484,47,2024
90276,2024-06-06,DE-Munich,83020,T0137,250.89,50.53,17.69,344.64,391.17,0.35,254.26,1,-90.38,-0.3555,23,2024
90277,2024-09-03,NL-Amsterdam,82010,T0370,643.92,50.72,18.62,770.32,830.38,0.156,700.78,0,-69.54,-0.0992,36,2024
90278,2024-03-09,EU-EMEA-Remote,81433,T0175,339.38,80.83,19.8,440.01,638.02,0.245,481.49,0,41.48,0.0861,10,2024
90279,2024-08-26,EU-EMEA-Remote,82010,T0107,351.73,70.88,17.86,475.71,530.57,0.158,446.94,1,-28.77,-0.0644,35,2024
90280,2024-04-12,DE-Hamburg,84015,T0029,716.2,140.44,18.11,874.75,1036.63,0.142,889.26,1,14.51,0.0163,15,2024
90281,2024-07-24,NL-Amsterdam,84015,T0298,270.43,67.82,22.81,389.95,377.29,0.075,348.96,0,-40.99,-0.1175,30,2024
90282,2024-11-06,DE-Munich,85005,T0262,345.82,75.61,10.53,431.95,516.48,0.161,433.22,0,1.27,0.0029,45,2024
90283,2024-03-29,EU-EMEA-Remote,85005,T0190,121.5,60.21,21.91,203.62,259.71,0.128,226.49,0,22.87,0.101,13,2024
90284,2024-04-01,DE-Munich,82010,T0278,683.32,77.64,9.33,770.29,962.0,0.016,947.03,0,176.74,0.1866,14,2024
90285,2024-01-17,DE-Hamburg,82010,T0163,167.45,74.22,17.84,259.5,279.32,0.067,260.61,0,1.11,0.0043,3,2024
90286,2024-05-13,EU-EMEA-Remote,83020,T0392,54.59,77.94,34.89,167.42,194.33,0.1,174.96,0,7.54,0.0431,20,2024
90287,2024-04-14,DE-Hamburg,83020,T0359,92.95,72.64,30.31,195.9,220.36,0.058,207.59,0,11.69,0.0563,15,2024
90288,2024-04-03,DE-Munich,85005,T0271,132.53,48.63,18.22,199.38,238.54,0.092,216.54,0,17.16,0.0792,14,2024
90289,2024-03-14,DE-Munich,81120,T0328,637.52,63.04,11.02,711.58,885.36,0.118,781.28,0,69.7,0.0892,11,2024
90290,2024-07-02,AT-Vienna,82010,T0338,521.36,108.7,16.05,739.67,929.38,0.09,845.44,1,105.77,0.1251,27,2024
90291,2024-10-22,AT-Vienna,81433,T0059,214.92,94.84,9.85,319.6,397.91,0.167,331.36,0,11.76,0.0355,43,2024
90292,2024-07-25,DE-Hamburg,81120,T0147,171.25,59.11,19.08,269.4,349.25,0.058,328.93,0,59.53,0.181,30,2024
90293,2024-07-09,DE-Munich,84015,T0396,603.67,36.44,5.92,697.72,827.64,0.136,714.85,0,17.13,0.024,28,2024
90294,2024-02-07,AT-Vienna,81433,T0246,598.58,100.83,21.68,721.09,893.91,0.104,800.74,1,79.65,0.0995,6,2024
90295,2024-12-08,NL-Amsterdam,81120,T0289,195.82,66.46,22.09,284.37,384.43,0.044,367.55,0,83.18,0.2263,49,2024
90296,2024-08-29,NL-Amsterdam,85005,T0368,322.01,84.57,30.18,471.7,576.56,0.102,517.52,0,45.82,0.0885,35,2024
90297,2024-10-29,AT-Vienna,84015,T0279,371.1,33.86,12.78,417.74,452.24,0.127,394.85,1,-22.89,-0.058,44,2024
90298,2024-09-22,DE-Berlin,81433,T0311,151.65,109.37,29.12,313.35,360.08,0.285,257.3,1,-56.05,-0.2178,38,2024
90299,2024-06-12,DE-Munich,83020,T0317,212.61,55.15,14.56,304.9,397.14,0.037,382.61,0,77.71,0.2031,24,2024
90300,2024-01-16,EU-EMEA-Remote,83020,T0318,247.16,63.98,24.17,335.31,387.37,0.127,338.31,0,3.0,0.0089,3,2024
90301,2024-06-09,NL-Amsterdam,85005,T0394,396.51,97.09,13.67,547.85,704.47,0.102,632.91,1,85.06,0.1344,23,2024
90302,2024-12-21,DE-Hamburg,85005,T0136,286.83,100.06,20.95,407.84,504.11,0.123,442.27,1,34.43,0.0778,51,2024
90303,2024-07-17,DE-Berlin,81120,T0308,365.54,62.93,19.18,483.47,649.72,0.145,555.63,0,72.16,0.1299,29,2024
90304,2024-07-31,DE-Munich,83020,T0317,189.01,73.36,26.9,312.41,382.42,0.111,339.92,1,27.51,0.0809,31,2024
90305,2024-02-03,EU-EMEA-Remote,81120,T0082,229.84,119.87,25.28,374.99,405.34,0.139,348.96,0,-26.03,-0.0746,5,2024
90306,2024-01-22,AT-Vienna,81433,T0154,127.03,76.7,17.52,221.25,315.59,0.12,277.85,1,56.6,0.2037,4,2024
90307,2024-11-18,NL-Amsterdam,81433,T0049,121.13,67.5,16.57,205.2,234.5,0.054,221.74,1,16.54,0.0746,47,2024
90308,2024-09-24,DE-Hamburg,81120,T0131,133.58,71.83,22.95,246.62,299.6,0.113,265.67,0,19.05,0.0717,39,2024
90309,2024-10-30,NL-Amsterdam,81433,T0295,175.04,109.69,14.92,299.66,353.29,0.096,319.41,0,19.75,0.0618,44,2024
90310,2024-05-19,AT-Vienna,82010,T0361,525.78,80.09,20.6,626.48,741.87,0.022,725.82,0,99.34,0.1369,20,2024
90311,2024-02-06,DE-Berlin,81433,T0205,403.01,52.84,30.4,486.25,537.22,0.131,467.09,0,-19.16,-0.041,6,2024
90312,2024-08-25,DE-Berlin,81433,T0228,330.49,65.43,9.44,437.8,539.38,0.114,477.63,1,39.83,0.0834,34,2024
90313,2024-06-20,DE-Munich,83020,T0196,109.28,103.64,24.69,256.61,302.24,0.347,197.3,1,-59.31,-0.3006,25,2024
90314,2024-09-10,DE-Hamburg,84015,T0202,77.73,111.68,15.92,221.77,256.99,0.078,236.9,0,15.13,0.0639,37,2024
90315,2024-07-18,DE-Berlin,82010,T0355,143.99,30.31,19.47,209.28,301.36,0.184,245.82,0,36.54,0.1486,29,2024
90316,2024-11-05,AT-Vienna,85005,T0079,93.75,74.56,10.61,178.92,223.03,0.067,208.05,0,29.13,0.14,45,2024
90317,2024-09-20,NL-Amsterdam,82010,T0147,296.56,47.25,9.11,381.15,469.68,0.159,395.09,1,13.94,0.0353,38,2024
90318,2024-05-06,EU-EMEA-Remote,81433,T0319,301.57,28.73,5.0,335.3,404.44,0.185,329.53,0,-5.77,-0.0175,19,2024
90319,2024-10-02,DE-Berlin,85005,T0237,126.44,56.16,22.51,205.11,216.63,0.08,199.28,0,-5.83,-0.0293,40,2024
90320,2024-12-08,DE-Hamburg,85005,T0186,100.04,66.31,21.46,187.81,208.39,0.094,188.73,0,0.92,0.0049,49,2024
90321,2024-10-28,DE-Berlin,81433,T0235,441.21,44.87,20.91,506.99,735.13,0.171,609.28,0,102.29,0.1679,44,2024
90322,2024-08-15,AT-Vienna,85005,T0208,108.71,49.92,28.29,213.98,259.62,0.069,241.82,0,27.84,0.1151,33,2024
90323,2024-12-03,EU-EMEA-Remote,81120,T0008,189.74,57.84,14.71,262.29,255.34,0.043,244.33,0,-17.96,-0.0735,49,2024
90324,2024-02-03,NL-Amsterdam,85005,T0169,76.3,91.89,32.16,200.36,259.78,0.104,232.82,1,32.46,0.1394,5,2024
90325,2024-09-21,AT-Vienna,81433,T0319,151.27,72.94,25.85,286.28,304.86,0.172,252.31,1,-33.97,-0.1346,38,2024
90326,2024-07-26,DE-Berlin,84015,T0323,221.26,77.88,28.02,353.34,498.37,0.116,440.74,0,87.4,0.1983,30,2024
90327,2024-10-01,DE-Hamburg,85005,T0025,44.51,104.02,20.46,168.99,199.09,0.102,178.8,0,9.81,0.0549,40,2024
90328,2024-03-22,NL-Amsterdam,81433,T0332,118.67,84.89,18.93,222.5,271.83,0.109,242.32,0,19.82,0.0818,12,2024
90329,2024-04-13,EU-EMEA-Remote,83020,T0259,211.66,60.8,17.61,290.07,322.47,0.035,311.34,0,21.27,0.0683,15,2024
90330,2024-03-13,EU-EMEA-Remote,81120,T0039,701.11,55.54,21.86,778.52,1012.06,0.038,973.88,0,195.36,0.2006,11,2024
90331,2024-06-01,DE-Hamburg,81120,T0028,212.68,115.55,13.06,368.59,442.02,0.123,387.75,0,19.16,0.0494,22,2024
90332,2024-09-25,NL-Amsterdam,85005,T0295,68.39,47.98,19.18,146.39,151.09,0.052,143.16,0,-3.23,-0.0226,39,2024
90333,2024-06-26,DE-Hamburg,85005,T0317,53.06,69.19,25.88,159.98,171.91,0.099,154.84,1,-5.14,-0.0332,26,2024
90334,2024-08-14,AT-Vienna,81433,T0112,78.37,134.62,18.34,264.83,318.21,0.031,308.33,0,43.5,0.1411,33,2024
90335,2024-07-14,AT-Vienna,81120,T0237,272.63,153.43,13.96,503.74,690.45,0.104,618.73,0,114.99,0.1858,28,2024
90336,2024-05-04,DE-Hamburg,83020,T0319,99.53,79.26,20.51,199.3,218.87,0.056,206.7,0,7.4,0.0358,18,2024
90337,2024-04-06,EU-EMEA-Remote,83020,T0094,87.82,83.39,25.37,196.58,222.9,0.226,172.5,1,-24.08,-0.1396,14,2024
90338,2024-08-06,DE-Berlin,84015,T0292,307.17,103.69,12.86,457.62,535.65,0.133,464.25,0,6.63,0.0143,32,2024
90339,2024-12-03,DE-Hamburg,85005,T0154,160.24,90.1,26.17,276.51,365.19,0.148,311.05,1,34.54,0.111,49,2024
90340,2024-07-22,DE-Hamburg,83020,T0240,245.69,66.89,19.59,358.74,452.49,0.058,426.44,1,67.7,0.1588,30,2024
90341,2024-05-09,DE-Hamburg,83020,T0175,101.3,139.84,24.47,265.61,325.21,0.185,264.98,0,-0.63,-0.0024,19,2024
90342,2024-10-20,EU-EMEA-Remote,81433,T0247,429.85,94.92,23.01,547.78,621.61,0.165,518.92,1,-28.86,-0.0556,42,2024
90343,2024-10-20,DE-Berlin,81120,T0332,715.32,58.65,19.37,793.34,1029.73,0.236,786.36,0,-6.98,-0.0089,42,2024
90344,2024-12-13,DE-Munich,81433,T0298,671.02,84.61,17.31,772.93,962.84,0.199,771.21,1,-1.72,-0.0022,50,2024
90345,2024-07-30,DE-Munich,83020,T0365,317.14,51.03,5.57,403.64,470.99,0.1,423.98,1,20.34,0.048,31,2024
90346,2024-02-13,DE-Berlin,81433,T0354,442.03,101.05,21.68,564.76,658.77,0.041,631.91,0,67.15,0.1063,7,2024
90347,2024-06-27,DE-Berlin,84015,T0283,376.03,57.41,10.82,479.8,571.27,0.131,496.24,0,16.44,0.0331,26,2024
90348,2024-12-06,NL-Amsterdam,81120,T0227,521.04,96.25,21.55,638.84,752.51,0.097,679.35,1,40.51,0.0596,49,2024
90349,2024-07-13,EU-EMEA-Remote,81120,T0373,360.0,88.85,25.21,511.98,597.66,0.044,571.1,0,59.12,0.1035,28,2024
90350,2024-04-21,EU-EMEA-Remote,81433,T0049,191.55,88.56,19.24,299.35,364.71,0.194,293.84,0,-5.51,-0.0188,16,2024
90351,2024-05-16,AT-Vienna,83020,T0158,100.12,65.38,15.36,180.85,207.63,0.041,199.08,0,18.23,0.0916,20,2024
90352,2024-09-07,DE-Berlin,81433,T0346,93.13,108.68,8.6,227.26,299.57,0.095,271.11,0,43.85,0.1617,36,2024
90353,2024-03-03,EU-EMEA-Remote,83020,T0183,87.03,76.03,18.48,181.54,202.8,0.172,168.0,0,-13.54,-0.0806,9,2024
90354,2024-03-25,DE-Berlin,85005,T0296,330.02,30.16,16.24,376.42,487.08,0.198,390.52,1,14.1,0.0361,13,2024
90355,2024-11-09,DE-Hamburg,83020,T0111,90.58,120.01,31.88,242.47,292.14,0.092,265.3,0,22.83,0.0861,45,2024
90356,2024-06-09,NL-Amsterdam,82010,T0054,277.4,45.58,20.76,371.24,460.04,0.242,348.71,0,-22.53,-0.0646,23,2024
90357,2024-09-11,EU-EMEA-Remote,81120,T0257,709.4,67.28,5.0,844.21,1046.23,0.013,1032.48,0,188.27,0.1823,37,2024
90358,2024-08-25,DE-Berlin,83020,T0152,307.44,99.43,21.31,462.43,551.96,0.169,458.85,0,-3.58,-0.0078,34,2024
90359,2024-11-18,DE-Hamburg,81120,T0316,457.14,90.5,19.81,567.45,752.23,0.012,743.28,0,175.83,0.2366,47,2024
90360,2024-07-14,NL-Amsterdam,83020,T0092,26.23,105.85,31.41,176.56,198.75,0.077,183.43,0,6.87,0.0375,28,2024
90361,2024-01-29,DE-Hamburg,85005,T0135,81.96,45.58,19.62,147.16,174.15,0.031,168.73,0,21.57,0.1278,5,2024
90362,2024-06-30,NL-Amsterdam,81120,T0224,104.3,106.45,16.38,245.31,293.15,0.089,267.14,0,21.83,0.0817,26,2024
90363,2024-03-20,DE-Hamburg,82010,T0319,1132.93,95.32,23.06,1251.32,1243.14,0.112,1104.3,0,-147.02,-0.1331,12,2024
90364,2024-04-12,NL-Amsterdam,82010,T0002,261.04,61.73,26.84,349.6,435.28,0.025,424.57,0,74.97,0.1766,15,2024
90365,2024-11-25,DE-Berlin,81433,T0169,135.05,39.13,12.67,186.85,262.05,0.156,221.06,1,34.21,0.1548,48,2024
90366,2024-12-27,DE-Berlin,81120,T0226,556.26,79.7,25.2,661.16,745.02,0.069,693.78,0,32.62,0.047,52,2024
90367,2024-02-11,DE-Munich,82010,T0004,51.45,52.36,23.99,127.8,140.54,0.01,139.08,0,11.28,0.0811,6,2024
90368,2024-10-19,EU-EMEA-Remote,85005,T0032,177.86,60.33,31.74,269.93,333.98,0.109,297.58,1,27.65,0.0929,42,2024
90369,2024-09-25,DE-Berlin,84015,T0307,281.09,124.98,19.17,459.25,558.65,0.068,520.81,0,61.56,0.1182,39,2024
90370,2024-12-20,AT-Vienna,83020,T0283,403.05,60.91,31.41,495.38,596.68,0.033,576.71,0,81.33,0.141,51,2024
90371,2024-06-13,EU-EMEA-Remote,83020,T0064,285.1,51.7,21.37,386.82,435.82,0.128,380.18,0,-6.64,-0.0175,24,2024
90372,2024-12-08,EU-EMEA-Remote,83020,T0278,83.45,66.59,26.81,176.85,233.26,0.109,207.85,1,31.0,0.1491,49,2024
90373,2024-07-16,EU-EMEA-Remote,82010,T0132,307.15,51.27,32.49,422.18,561.75,0.04,539.33,0,117.15,0.2172,29,2024
90374,2024-02-29,DE-Berlin,81120,T0113,372.79,64.5,15.85,453.13,523.58,0.054,495.45,0,42.32,0.0854,9,2024
90375,2024-12-01,NL-Amsterdam,81433,T0226,73.7,62.67,7.59,143.97,168.05,0.077,155.09,1,11.12,0.0717,48,2024
90376,2024-05-11,DE-Munich,85005,T0266,87.34,56.53,18.73,162.61,192.84,0.031,186.87,0,24.26,0.1298,19,2024
90377,2024-06-14,DE-Hamburg,81120,T0312,252.63,66.17,13.81,359.22,471.82,0.127,411.91,0,52.69,0.1279,24,2024
90378,2024-03-27,AT-Vienna,84015,T0311,399.11,53.46,24.97,477.54,643.53,0.132,558.64,0,81.1,0.1452,13,2024
90379,2024-06-23,NL-Amsterdam,84015,T0307,213.15,41.64,24.37,301.49,382.81,0.099,344.84,1,43.35,0.1257,25,2024
90380,2024-01-15,EU-EMEA-Remote,85005,T0374,93.84,106.92,16.24,217.01,273.98,0.139,235.88,0,18.87,0.08,3,2024
90381,2024-05-27,AT-Vienna,83020,T0356,296.71,50.06,13.54,360.32,432.54,0.079,398.41,0,38.09,0.0956,22,2024
90382,2024-06-27,DE-Hamburg,82010,T0300,315.09,83.03,28.44,460.69,599.8,0.166,500.45,0,39.76,0.0794,26,2024
90383,2024-12-30,DE-Berlin,83020,T0331,138.66,69.94,16.19,224.79,263.19,0.121,231.42,0,6.63,0.0286,1,2024
90384,2024-10-20,AT-Vienna,81120,T0115,227.12,107.01,26.68,360.8,457.8,0.058,431.2,0,70.4,0.1633,42,2024
90385,2024-11-09,EU-EMEA-Remote,81120,T0073,373.12,114.17,22.68,509.97,628.15,0.053,595.09,0,85.12,0.143,45,2024
90386,2024-12-09,DE-Berlin,83020,T0288,143.25,67.18,14.57,224.99,303.1,0.077,279.74,0,54.75,0.1957,50,2024
90387,2024-03-10,EU-EMEA-Remote,85005,T0196,244.64,62.91,19.76,327.31,414.09,0.201,330.76,0,3.45,0.0104,10,2024
90388,2024-08-04,DE-Hamburg,82010,T0253,259.16,65.0,12.18,363.25,396.81,0.068,369.92,0,6.67,0.018,31,2024
90389,2024-09-24,DE-Berlin,84015,T0307,52.78,96.84,30.84,194.89,245.98,0.144,210.64,0,15.75,0.0748,39,2024
90390,2024-01-27,DE-Berlin,83020,T0284,139.02,81.54,15.33,235.9,246.22,0.176,202.86,1,-33.04,-0.1629,4,2024
90391,2024-10-17,NL-Amsterdam,85005,T0076,92.16,49.35,28.38,169.89,204.52,0.121,179.7,0,9.81,0.0546,42,2024
