service_order_no,order_date,region,technician_id,job_code,job_description,parts_cost,labor_cost,truck_cost,base_cost,list_price,discount_pct,sell_price,warranty_flag,margin_amount,margin_pct
50182,2024-07-16,EU-EMEA-Remote,T0448,82010,Evaporator Coil Replace,176.78,52.21,9.12,238.11,263.11,0.051,249.69,0,11.58,0.0464
50183,2024-05-16,DE-Berlin,T0065,81433,Drier Replace,228.62,106.05,20.17,354.84,415.89,0.073,385.53,0,30.69,0.0796
50184,2024-11-13,DE-Hamburg,T0316,83020,Thermostat Replace,193.97,79.15,17.07,290.19,306.7,0.113,272.04,0,-18.15,-0.0667
50185,2024-06-13,DE-Hamburg,T0290,83020,Thermostat Replace,28.35,94.12,5.0,127.47,138.35,0.107,123.55,0,-3.92,-0.0317
50186,2024-08-12,AT-Vienna,T0196,84015,Leak Diagnosis & Seal,704.42,109.1,20.75,834.27,930.53,0.05,884.0,0,49.73,0.0563
50187,2024-11-02,DE-Hamburg,T0454,81433,Drier Replace,135.39,61.81,30.29,227.49,278.07,0.241,211.06,1,-16.43,-0.0778
50188,2024-08-21,AT-Vienna,T0152,81433,Drier Replace,46.91,93.24,21.14,161.29,195.41,0.07,181.73,0,20.44,0.1125
50189,2024-06-20,NL-Amsterdam,T0288,84015,Leak Diagnosis & Seal,53.8,83.26,27.67,164.73,217.33,0.077,200.6,0,35.87,0.1788
50190,2024-05-31,DE-Berlin,T0367,82010,Evaporator Coil Replace,75.58,59.96,22.07,157.61,205.06,0.236,156.67,0,-0.94,-0.006
50191,2024-11-10,NL-Amsterdam,T0101,83020,Thermostat Replace,251.21,74.26,18.35,343.82,416.91,0.007,413.99,0,70.17,0.1695
50192,2024-06-08,NL-Amsterdam,T0284,84015,Leak Diagnosis & Seal,247.04,94.92,16.15,358.11,467.41,0.159,393.09,1,34.98,0.089
50193,2024-04-05,DE-Munich,T0202,83020,Thermostat Replace,252.78,74.64,11.74,339.16,369.99,0.133,320.78,1,-18.38,-0.0573
50194,2024-08-20,DE-Berlin,T0189,84015,Leak Diagnosis & Seal,212.84,88.27,29.41,330.52,393.25,0.106,351.57,0,21.05,0.0599
50195,2024-06-28,AT-Vienna,T0462,81120,Compressor Repair/Replace,619.94,89.79,27.85,737.58,913.11,0.227,705.83,1,-31.75,-0.045
50196,2024-04-22,NL-Amsterdam,T0023,84015,Leak Diagnosis & Seal,208.73,76.03,19.77,304.53,371.78,0.148,316.76,0,12.23,0.0386
50197,2024-11-13,DE-Munich,T0167,84015,Leak Diagnosis & Seal,346.82,94.13,5.81,446.76,546.3,0.192,441.41,0,-5.35,-0.0121
50198,2024-02-21,DE-Berlin,T0102,85005,Refrigerant Charge,130.81,51.97,25.78,208.56,225.35,0.061,211.6,0,3.04,0.0144
50199,2024-09-24,DE-Berlin,T0348,81120,Compressor Repair/Replace,248.66,121.31,14.76,384.73,439.65,0.119,387.33,0,2.6,0.0067
50200,2024-10-21,EU-EMEA-Remote,T0297,82010,Evaporator Coil Replace,163.91,81.23,23.15,268.29,295.54,0.101,265.69,0,-2.6,-0.0098
50201,2024-04-22,NL-Amsterdam,T0489,81120,Compressor Repair/Replace,476.52,57.77,9.67,543.96,741.92,0.068,691.47,1,147.51,0.2133
50202,2024-04-10,AT-Vienna,T0495,81433,Drier Replace,66.13,120.27,22.74,209.14,252.81,0.049,240.42,0,31.28,0.1301
50203,2024-04-22,DE-Munich,T0237,84015,Leak Diagnosis & Seal,380.76,81.1,20.95,482.81,567.19,0.081,521.25,1,38.44,0.0737
50204,2024-03-21,DE-Hamburg,T0129,84015,Leak Diagnosis & Seal,255.56,58.29,5.0,318.85,400.98,0.047,382.13,0,63.28,0.1656
50205,2024-07-05,EU-EMEA-Remote,T0164,84015,Leak Diagnosis & Seal,387.96,131.35,34.94,554.25,711.9,0.174,588.03,1,33.78,0.0574
50206,2024-04-22,EU-EMEA-Remote,T0158,85005,Refrigerant Charge,158.86,97.85,19.39,276.1,361.91,0.088,330.06,0,53.96,0.1635
50207,2024-01-02,DE-Berlin,T0092,84015,Leak Diagnosis & Seal,533.3,34.39,19.93,587.62,740.19,0.238,564.02,0,-23.6,-0.0418
50208,2024-05-09,DE-Munich,T0143,85005,Refrigerant Charge,188.45,63.34,26.28,278.07,379.31,0.063,355.41,0,77.34,0.2176
50209,2024-08-07,DE-Munich,T0240,82010,Evaporator Coil Replace,389.47,73.45,21.59,484.51,512.06,0.131,444.98,1,-39.53,-0.0888
50210,2024-02-23,EU-EMEA-Remote,T0093,82010,Evaporator Coil Replace,23.47,26.89,24.91,75.27,83.92,0.054,79.39,0,4.12,0.0519
50211,2024-12-08,DE-Hamburg,T0039,85005,Refrigerant Charge,319.68,69.11,12.84,401.63,483.23,0.058,455.2,0,53.57,0.1177
50212,2024-08-11,EU-EMEA-Remote,T0359,82010,Evaporator Coil Replace,74.65,80.84,20.86,176.35,216.7,0.068,201.96,1,25.61,0.1268
50213,2024-08-12,DE-Berlin,T0405,85005,Refrigerant Charge,40.06,46.5,6.73,93.29,105.77,0.237,80.7,1,-12.59,-0.156
50214,2024-05-05,DE-Hamburg,T0161,85005,Refrigerant Charge,241.42,83.73,20.1,345.25,427.07,0.083,391.62,1,46.37,0.1184
50215,2024-05-09,AT-Vienna,T0081,83020,Thermostat Replace,120.1,76.99,33.56,230.65,281.94,0.068,262.77,0,32.12,0.1222
50216,2024-02-22,DE-Munich,T0234,81433,Drier Replace,39.12,50.64,9.95,99.71,115.78,0.028,112.54,0,12.83,0.114
50217,2024-06-20,NL-Amsterdam,T0379,85005,Refrigerant Charge,84.41,125.43,19.19,229.03,274.39,0.077,253.26,0,24.23,0.0957
50218,2024-08-05,DE-Munich,T0027,81120,Compressor Repair/Replace,660.68,98.25,5.01,763.94,950.17,0.154,803.84,0,39.9,0.0496
50219,2024-06-08,AT-Vienna,T0025,84015,Leak Diagnosis & Seal,266.3,60.71,22.06,349.07,446.43,0.038,429.47,0,80.4,0.1872
50220,2024-07-16,AT-Vienna,T0304,85005,Refrigerant Charge,142.77,78.44,25.73,246.94,265.2,0.09,241.33,0,-5.61,-0.0232
50221,2024-09-03,NL-Amsterdam,T0045,84015,Leak Diagnosis & Seal,129.91,95.39,25.07,250.37,272.62,0.068,254.08,0,3.71,0.0146
50222,2024-11-19,DE-Hamburg,T0032,84015,Leak Diagnosis & Seal,424.16,89.58,17.19,530.93,665.27,0.112,590.76,0,59.83,0.1013
50223,2024-07-21,DE-Munich,T0106,83020,Thermostat Replace,108.91,23.95,5.0,137.86,173.22,0.098,156.24,0,18.38,0.1176
50224,2024-07-02,NL-Amsterdam,T0185,84015,Leak Diagnosis & Seal,370.36,78.11,12.07,460.54,528.08,0.239,401.87,0,-58.67,-0.146
50225,2024-05-02,DE-Berlin,T0335,85005,Refrigerant Charge,69.08,61.23,32.05,162.36,184.58,0.137,159.29,0,-3.07,-0.0193
50226,2024-09-11,DE-Munich,T0111,85005,Refrigerant Charge,514.9,73.08,29.03,617.01,821.15,0.044,785.02,0,168.01,0.214
50227,2024-10-20,DE-Hamburg,T0386,83020,Thermostat Replace,297.37,114.12,21.27,432.76,532.86,0.141,457.73,1,24.97,0.0546
50228,2024-10-06,EU-EMEA-Remote,T0395,81433,Drier Replace,198.14,73.37,23.3,294.81,345.03,0.07,320.88,0,26.07,0.0812
50229,2024-11-20,DE-Hamburg,T0067,84015,Leak Diagnosis & Seal,308.47,76.84,13.78,399.09,487.1,0.072,452.03,1,52.94,0.1171
50230,2024-04-07,NL-Amsterdam,T0081,82010,Evaporator Coil Replace,218.83,89.85,32.33,341.01,433.65,0.039,416.74,0,75.73,0.1817
50231,2024-07-16,AT-Vienna,T0153,83020,Thermostat Replace,195.71,89.74,16.25,301.7,361.2,0.078,333.03,0,31.33,0.0941
50232,2024-08-27,DE-Hamburg,T0312,84015,Leak Diagnosis & Seal,20.99,58.26,25.5,104.75,140.18,0.115,124.06,0,19.31,0.1557
50233,2024-05-23,EU-EMEA-Remote,T0426,82010,Evaporator Coil Replace,1045.85,65.85,11.38,1123.08,1322.99,0.072,1227.73,0,104.65,0.0852
50234,2024-04-06,DE-Hamburg,T0025,84015,Leak Diagnosis & Seal,375.47,77.73,20.57,473.77,567.79,0.157,478.65,0,4.88,0.0102
50235,2024-07-19,NL-Amsterdam,T0164,82010,Evaporator Coil Replace,147.19,91.62,31.99,270.8,314.25,0.066,293.51,0,22.71,0.0774
50236,2024-05-03,NL-Amsterdam,T0207,81120,Compressor Repair/Replace,857.4,73.68,14.42,945.5,1185.58,0.019,1163.05,0,217.55,0.1871
50237,2024-07-05,NL-Amsterdam,T0489,84015,Leak Diagnosis & Seal,833.17,156.45,27.99,1017.61,1248.75,0.096,1128.87,1,111.26,0.0986
50238,2024-11-21,NL-Amsterdam,T0312,85005,Refrigerant Charge,187.08,51.08,13.35,251.51,319.88,0.223,248.55,1,-2.96,-0.0119
50239,2024-12-14,DE-Berlin,T0115,84015,Leak Diagnosis & Seal,120.22,89.15,14.78,224.15,258.07,0.133,223.75,1,-0.4,-0.0018
50240,2024-09-15,NL-Amsterdam,T0499,82010,Evaporator Coil Replace,371.54,117.13,21.93,510.6,682.65,0.23,525.64,0,15.04,0.0286
50241,2024-05-27,AT-Vienna,T0479,82010,Evaporator Coil Replace,531.74,89.42,29.77,650.93,863.26,0.099,777.8,0,126.87,0.1631
50242,2024-09-08,EU-EMEA-Remote,T0170,82010,Evaporator Coil Replace,452.38,65.79,19.61,537.78,601.38,0.217,470.88,0,-66.9,-0.1421
50243,2024-12-11,DE-Hamburg,T0087,84015,Leak Diagnosis & Seal,98.14,130.61,26.95,255.7,304.58,0.031,295.14,0,39.44,0.1336
50244,2024-05-26,DE-Berlin,T0089,81120,Compressor Repair/Replace,437.43,22.62,31.15,491.2,605.87,0.075,560.43,0,69.23,0.1235
50245,2024-05-27,DE-Munich,T0275,84015,Leak Diagnosis & Seal,524.38,59.31,15.83,599.52,626.81,0.121,550.97,0,-48.55,-0.0881
50246,2024-12-17,DE-Hamburg,T0356,83020,Thermostat Replace,38.68,106.8,9.8,155.28,190.35,0.194,153.42,0,-1.86,-0.0121
50247,2024-07-17,DE-Hamburg,T0173,82010,Evaporator Coil Replace,130.12,67.33,19.16,216.61,261.47,0.075,241.86,0,25.25,0.1044
50248,2024-11-03,NL-Amsterdam,T0321,81433,Drier Replace,105.58,128.7,32.18,266.46,282.91,0.183,231.14,1,-35.32,-0.1528
50249,2024-05-07,DE-Munich,T0208,84015,Leak Diagnosis & Seal,202.34,47.62,15.5,265.46,305.65,0.067,285.17,0,19.71,0.0691
50250,2024-02-08,NL-Amsterdam,T0264,81120,Compressor Repair/Replace,539.61,42.29,30.12,612.02,724.92,0.074,671.28,0,59.26,0.0883
50251,2024-12-03,DE-Munich,T0156,81433,Drier Replace,390.34,55.29,19.9,465.53,532.98,0.078,491.41,0,25.88,0.0527
50252,2024-12-25,DE-Berlin,T0024,83020,Thermostat Replace,57.8,95.69,36.05,189.54,235.56,0.078,217.19,0,27.65,0.1273
50253,2024-05-08,NL-Amsterdam,T0196,81433,Drier Replace,209.29,71.12,39.96,320.37,400.94,0.069,373.28,0,52.91,0.1417
50254,2024-09-23,NL-Amsterdam,T0064,85005,Refrigerant Charge,295.34,64.25,30.25,389.84,501.94,0.085,459.28,1,69.44,0.1512
50255,2024-05-30,EU-EMEA-Remote,T0471,81433,Drier Replace,686.65,99.02,8.83,794.5,959.5,0.244,725.38,1,-69.12,-0.0953
50256,2024-10-24,DE-Hamburg,T0402,81433,Drier Replace,208.48,115.54,5.0,329.02,421.01,0.019,413.01,0,83.99,0.2034
50257,2024-04-08,AT-Vienna,T0271,81433,Drier Replace,217.07,82.74,22.49,322.3,399.97,0.098,360.77,0,38.47,0.1066
50258,2024-09-19,DE-Hamburg,T0118,81120,Compressor Repair/Replace,402.66,41.29,29.25,473.2,542.85,0.122,476.62,0,3.42,0.0072
50259,2024-09-08,EU-EMEA-Remote,T0238,83020,Thermostat Replace,92.82,21.57,26.01,140.4,165.21,0.11,147.04,1,6.64,0.0452
50260,2024-05-23,NL-Amsterdam,T0210,85005,Refrigerant Charge,153.03,103.66,16.21,272.9,327.37,0.169,272.04,0,-0.86,-0.0032
50261,2024-12-11,DE-Munich,T0226,83020,Thermostat Replace,14.33,93.59,10.11,118.03,133.22,0.054,126.03,0,8.0,0.0635
50262,2024-04-21,DE-Berlin,T0181,81433,Drier Replace,109.93,85.76,29.44,225.13,240.59,0.139,207.15,1,-17.98,-0.0868
50263,2024-02-29,DE-Hamburg,T0043,81433,Drier Replace,259.54,74.98,36.87,371.39,447.87,0.105,400.84,1,29.45,0.0735
50264,2024-01-02,DE-Munich,T0176,84015,Leak Diagnosis & Seal,109.57,61.47,16.64,187.68,215.32,0.235,164.72,1,-22.96,-0.1394
50265,2024-10-30,EU-EMEA-Remote,T0362,81433,Drier Replace,329.03,93.57,28.6,451.2,623.67,0.022,609.95,0,158.75,0.2603
50266,2024-09-10,AT-Vienna,T0264,84015,Leak Diagnosis & Seal,42.68,104.79,42.82,190.29,196.93,0.112,174.87,0,-15.42,-0.0882
50267,2024-05-19,AT-Vienna,T0076,82010,Evaporator Coil Replace,640.58,25.06,20.48,686.12,824.69,0.193,665.52,0,-20.6,-0.031
50268,2024-02-06,AT-Vienna,T0488,83020,Thermostat Replace,213.13,74.82,20.64,308.59,349.43,0.197,280.59,0,-28.0,-0.0998
50269,2024-06-08,DE-Munich,T0461,85005,Refrigerant Charge,540.29,64.95,26.48,631.72,685.74,0.245,517.73,0,-113.99,-0.2202
50270,2024-01-09,DE-Hamburg,T0088,81433,Drier Replace,134.78,33.81,19.73,188.32,216.55,0.018,212.65,0,24.33,0.1144
50271,2024-08-20,DE-Munich,T0193,85005,Refrigerant Charge,140.22,41.89,32.71,214.82,279.82,0.116,247.36,0,32.54,0.1315
50272,2024-04-08,EU-EMEA-Remote,T0459,81120,Compressor Repair/Replace,815.79,94.63,18.77,929.19,1091.85,0.063,1023.06,0,93.87,0.0918
50273,2024-05-26,EU-EMEA-Remote,T0396,82010,Evaporator Coil Replace,896.78,87.17,21.75,1005.7,1190.28,0.133,1031.97,0,26.27,0.0255
50274,2024-10-30,DE-Hamburg,T0272,83020,Thermostat Replace,241.98,114.18,10.46,366.62,459.53,0.139,395.66,1,29.04,0.0734
50275,2024-07-26,AT-Vienna,T0418,83020,Thermostat Replace,154.59,67.4,20.12,242.11,337.5,0.146,288.22,0,46.11,0.16
50276,2024-05-10,EU-EMEA-Remote,T0365,84015,Leak Diagnosis & Seal,640.9,31.79,13.94,686.63,898.02,0.08,826.18,0,139.55,0.1689
50277,2024-05-31,NL-Amsterdam,T0144,85005,Refrigerant Charge,666.4,70.7,24.77,761.87,936.53,0.177,770.76,1,8.89,0.0115
50278,2024-02-23,AT-Vienna,T0438,81433,Drier Replace,276.93,41.31,8.69,326.93,406.37,0.042,389.3,0,62.37,0.1602
50279,2024-04-29,NL-Amsterdam,T0405,82010,Evaporator Coil Replace,373.93,50.21,29.84,453.98,516.59,0.143,442.72,0,-11.26,-0.0254
50280,2024-06-09,DE-Berlin,T0192,85005,Refrigerant Charge,233.87,100.26,15.03,349.16,475.89,0.091,432.58,0,83.42,0.1928
50281,2024-04-25,AT-Vienna,T0294,84015,Leak Diagnosis & Seal,275.05,102.21,36.27,413.53,502.02,0.072,465.87,0,52.34,0.1123
50282,2024-03-15,DE-Munich,T0313,81120,Compressor Repair/Replace,240.94,100.45,32.97,374.36,420.49,0.157,354.47,1,-19.89,-0.0561
50283,2024-04-22,DE-Munich,T0347,85005,Refrigerant Charge,256.67,67.65,26.29,350.61,459.22,0.045,438.56,0,87.95,0.2005
50284,2024-04-13,DE-Berlin,T0207,84015,Leak Diagnosis & Seal,158.9,97.04,9.7,265.64,328.9,0.026,320.35,0,54.71,0.1708
50285,2024-12-05,NL-Amsterdam,T0400,81433,Drier Replace,272.92,66.22,16.98,356.12,401.97,0.056,379.46,0,23.34,0.0615
50286,2024-09-10,NL-Amsterdam,T0049,85005,Refrigerant Charge,31.86,105.39,14.83,152.08,192.99,0.163,161.53,0,9.45,0.0585
50287,2024-08-14,DE-Hamburg,T0343,83020,Thermostat Replace,358.94,85.62,15.83,460.39,585.7,0.148,499.02,0,38.63,0.0774
50288,2024-04-21,DE-Berlin,T0035,81433,Drier Replace,92.5,78.2,34.61,205.31,257.65,0.087,235.23,0,29.92,0.1272
50289,2024-04-08,DE-Munich,T0409,85005,Refrigerant Charge,39.33,89.94,20.78,150.05,184.26,0.043,176.34,0,26.29,0.1491
50290,2024-06-01,NL-Amsterdam,T0255,85005,Refrigerant Charge,340.73,83.5,16.74,440.97,524.11,0.071,486.9,1,45.93,0.0943
50291,2024-12-14,DE-Munich,T0220,85005,Refrigerant Charge,384.04,117.66,16.02,517.72,645.75,0.063,605.07,0,87.35,0.1444
50292,2024-12-03,DE-Munich,T0300,83020,Thermostat Replace,152.29,83.08,17.75,253.12,341.25,0.027,332.04,0,78.92,0.2377
50293,2024-07-12,NL-Amsterdam,T0408,83020,Thermostat Replace,111.37,83.95,26.26,221.58,270.28,0.035,260.82,0,39.24,0.1504
50294,2024-11-05,DE-Hamburg,T0388,85005,Refrigerant Charge,106.9,77.32,8.98,193.2,202.57,0.14,174.21,1,-18.99,-0.109
50295,2024-06-11,DE-Hamburg,T0362,84015,Leak Diagnosis & Seal,292.55,107.61,22.79,422.95,513.41,0.177,422.54,1,-0.41,-0.001
50296,2024-07-26,AT-Vienna,T0198,82010,Evaporator Coil Replace,348.88,83.06,25.39,457.33,539.57,0.03,523.38,0,66.05,0.1262
50297,2024-06-17,EU-EMEA-Remote,T0398,81120,Compressor Repair/Replace,263.76,76.33,8.12,348.21,437.26,0.148,372.55,1,24.34,0.0653
50298,2024-06-09,EU-EMEA-Remote,T0451,82010,Evaporator Coil Replace,167.62,51.64,10.66,229.92,267.98,0.221,208.76,0,-21.16,-0.1014
50299,2024-03-08,DE-Munich,T0341,84015,Leak Diagnosis & Seal,84.02,47.0,21.62,152.64,172.08,0.114,152.46,0,-0.18,-0.0012
50300,2024-10-15,EU-EMEA-Remote,T0162,81120,Compressor Repair/Replace,320.79,63.07,33.53,417.39,535.44,0.084,490.46,0,73.07,0.149
50301,2024-10-03,EU-EMEA-Remote,T0486,85005,Refrigerant Charge,166.82,121.77,31.62,320.21,370.58,0.074,343.16,1,22.95,0.0669
50302,2024-10-30,NL-Amsterdam,T0130,81433,Drier Replace,97.3,70.4,17.13,184.83,224.66,0.027,218.59,0,33.76,0.1544
50303,2024-05-14,DE-Berlin,T0492,84015,Leak Diagnosis & Seal,146.46,67.36,33.27,247.09,318.99,0.207,252.96,1,5.87,0.0232
50304,2024-07-13,DE-Hamburg,T0263,83020,Thermostat Replace,142.74,27.76,19.44,189.94,229.61,0.089,209.17,1,19.23,0.0919
50305,2024-05-07,EU-EMEA-Remote,T0419,82010,Evaporator Coil Replace,163.6,101.1,19.37,284.07,360.89,0.041,346.09,0,62.02,0.1792
50306,2024-02-02,DE-Berlin,T0023,83020,Thermostat Replace,248.39,79.95,22.75,351.09,410.26,0.195,330.26,0,-20.83,-0.0631
50307,2024-06-24,AT-Vienna,T0340,84015,Leak Diagnosis & Seal,353.64,97.18,28.72,479.54,604.24,0.107,539.59,0,60.05,0.1113
50308,2024-01-22,AT-Vienna,T0225,83020,Thermostat Replace,64.33,101.42,17.13,182.88,192.55,0.069,179.26,1,-3.62,-0.0202
50309,2024-08-25,AT-Vienna,T0025,83020,Thermostat Replace,170.44,79.39,18.82,268.65,313.81,0.074,290.59,0,21.94,0.0755
50310,2024-06-06,AT-Vienna,T0127,81120,Compressor Repair/Replace,139.43,86.37,12.01,237.81,321.39,0.041,308.21,0,70.4,0.2284
50311,2024-02-07,NL-Amsterdam,T0229,81433,Drier Replace,320.72,143.64,24.81,489.17,546.28,0.015,538.09,0,48.92,0.0909
50312,2024-08-17,EU-EMEA-Remote,T0123,85005,Refrigerant Charge,67.44,71.22,29.47,168.13,210.14,0.133,182.19,0,14.06,0.0772
50313,2024-12-30,DE-Hamburg,T0364,82010,Evaporator Coil Replace,329.02,80.36,29.96,439.34,503.87,0.093,457.01,1,17.67,0.0387
50314,2024-02-20,NL-Amsterdam,T0324,81433,Drier Replace,201.39,86.7,11.07,299.16,372.41,0.027,362.35,0,63.19,0.1744
50315,2024-09-20,DE-Munich,T0100,84015,Leak Diagnosis & Seal,651.71,93.26,18.94,763.91,884.04,0.042,846.91,0,83.0,0.098
50316,2024-10-09,NL-Amsterdam,T0391,83020,Thermostat Replace,61.23,73.52,31.96,166.71,201.2,0.054,190.34,0,23.63,0.1241
50317,2024-01-27,NL-Amsterdam,T0018,81120,Compressor Repair/Replace,147.5,83.05,23.86,254.41,301.54,0.126,263.55,0,9.14,0.0347
50318,2024-08-13,DE-Munich,T0185,83020,Thermostat Replace,29.2,84.62,22.27,136.09,181.12,0.044,173.15,0,37.06,0.214
50319,2024-10-03,DE-Munich,T0054,81120,Compressor Repair/Replace,977.42,84.58,22.08,1084.08,1225.2,0.195,986.29,0,-97.79,-0.0991
50320,2024-10-12,DE-Berlin,T0438,83020,Thermostat Replace,123.26,106.71,26.33,256.3,310.87,0.025,303.1,0,46.8,0.1544
50321,2024-04-06,DE-Berlin,T0272,81433,Drier Replace,378.74,90.91,24.29,493.94,596.13,0.128,519.83,0,25.89,0.0498
50322,2024-10-10,AT-Vienna,T0139,82010,Evaporator Coil Replace,223.06,100.7,17.4,341.16,426.61,0.031,413.39,0,72.23,0.1747
50323,2024-11-12,DE-Berlin,T0205,82010,Evaporator Coil Replace,241.15,71.51,29.05,341.71,391.68,0.031,379.54,0,37.83,0.0997
50324,2024-10-30,EU-EMEA-Remote,T0254,84015,Leak Diagnosis & Seal,231.56,54.18,12.38,298.12,354.93,0.161,297.79,1,-0.33,-0.0011
50325,2024-05-26,NL-Amsterdam,T0258,81120,Compressor Repair/Replace,296.16,105.86,32.58,434.6,491.17,0.073,455.31,0,20.71,0.0455
50326,2024-01-04,NL-Amsterdam,T0301,83020,Thermostat Replace,195.38,62.1,14.83,272.31,368.17,0.18,301.9,0,29.59,0.098
50327,2024-02-04,DE-Hamburg,T0180,85005,Refrigerant Charge,147.01,76.27,26.38,249.66,281.25,0.21,222.19,0,-27.47,-0.1236
50328,2024-07-10,DE-Hamburg,T0382,85005,Refrigerant Charge,103.43,98.09,20.68,222.2,245.97,0.106,219.9,1,-2.3,-0.0105
50329,2024-02-18,DE-Berlin,T0498,83020,Thermostat Replace,395.81,118.18,18.19,532.18,708.35,0.067,660.89,0,128.71,0.1948
50330,2024-01-17,AT-Vienna,T0088,84015,Leak Diagnosis & Seal,110.35,73.96,32.86,217.17,245.05,0.101,220.3,0,3.13,0.0142
50331,2024-06-20,DE-Hamburg,T0168,82010,Evaporator Coil Replace,184.61,69.22,27.94,281.77,374.77,0.143,321.18,1,39.41,0.1227
50332,2024-08-07,DE-Munich,T0356,82010,Evaporator Coil Replace,167.69,64.44,21.53,253.66,306.54,0.227,236.96,0,-16.7,-0.0705
50333,2024-06-06,NL-Amsterdam,T0070,82010,Evaporator Coil Replace,602.21,99.01,35.96,737.18,914.59,0.01,905.44,0,168.26,0.1858
50334,2024-02-15,EU-EMEA-Remote,T0040,83020,Thermostat Replace,166.7,82.98,29.84,279.52,329.74,0.14,283.58,0,4.06,0.0143
50335,2024-01-06,DE-Berlin,T0156,83020,Thermostat Replace,105.86,68.37,15.56,189.79,211.7,0.11,188.41,1,-1.38,-0.0073
50336,2024-04-08,NL-Amsterdam,T0409,82010,Evaporator Coil Replace,159.89,118.04,5.0,282.93,313.99,0.088,286.36,0,3.43,0.012
50337,2024-08-20,NL-Amsterdam,T0085,83020,Thermostat Replace,133.83,101.81,22.85,258.49,324.29,0.224,251.65,1,-6.84,-0.0272
50338,2024-02-06,DE-Berlin,T0460,82010,Evaporator Coil Replace,661.82,67.84,33.07,762.73,930.87,0.071,864.78,1,102.05,0.118
50339,2024-10-06,DE-Berlin,T0496,83020,Thermostat Replace,334.82,89.06,26.89,450.77,482.87,0.144,413.34,0,-37.43,-0.0906
50340,2024-12-14,EU-EMEA-Remote,T0168,83020,Thermostat Replace,71.65,101.66,34.59,207.9,258.57,0.144,221.34,1,13.44,0.0607
50341,2024-10-28,EU-EMEA-Remote,T0235,81433,Drier Replace,158.35,51.0,17.21,226.56,278.6,0.119,245.45,1,18.89,0.077
50342,2024-06-29,DE-Berlin,T0206,83020,Thermostat Replace,165.54,71.67,21.06,258.27,295.69,0.103,265.23,0,6.96,0.0262
50343,2024-04-04,EU-EMEA-Remote,T0108,81433,Drier Replace,131.88,70.48,21.26,223.62,218.93,0.142,187.84,1,-35.78,-0.1905
50344,2024-04-08,DE-Munich,T0277,83020,Thermostat Replace,34.35,96.66,23.93,154.94,195.29,0.063,182.99,0,28.05,0.1533
50345,2024-07-06,NL-Amsterdam,T0085,84015,Leak Diagnosis & Seal,211.98,81.36,28.14,321.48,353.67,0.172,292.84,0,-28.64,-0.0978
50346,2024-04-25,DE-Hamburg,T0219,85005,Refrigerant Charge,45.5,68.56,35.06,149.12,180.6,0.108,161.1,0,11.98,0.0744
50347,2024-07-09,AT-Vienna,T0435,83020,Thermostat Replace,233.78,33.76,36.74,304.28,304.94,0.177,250.97,1,-53.31,-0.2124
50348,2024-09-09,EU-EMEA-Remote,T0497,85005,Refrigerant Charge,109.42,90.31,35.33,235.06,245.06,0.082,224.97,1,-10.09,-0.0449
50349,2024-06-09,DE-Munich,T0437,84015,Leak Diagnosis & Seal,228.82,48.13,27.35,304.3,383.29,0.111,340.74,1,36.44,0.1069
50350,2024-09-12,DE-Munich,T0230,83020,Thermostat Replace,62.99,83.74,19.26,165.99,207.61,0.058,195.57,0,29.58,0.1513
50351,2024-11-18,DE-Berlin,T0089,81433,Drier Replace,176.8,64.24,23.81,264.85,304.14,0.207,241.18,1,-23.67,-0.0981
50352,2024-05-07,AT-Vienna,T0199,83020,Thermostat Replace,282.4,80.96,27.24,390.6,465.23,0.105,416.38,0,25.78,0.0619
50353,2024-01-18,DE-Hamburg,T0255,81120,Compressor Repair/Replace,628.6,119.07,23.08,770.75,985.5,0.059,927.36,0,156.61,0.1689
50354,2024-10-07,EU-EMEA-Remote,T0139,81120,Compressor Repair/Replace,112.95,135.26,14.69,262.9,276.5,0.252,206.82,0,-56.08,-0.2712
50355,2024-08-10,EU-EMEA-Remote,T0267,81120,Compressor Repair/Replace,8.07,38.26,18.3,64.63,75.02,0.132,65.12,1,0.49,0.0075
50356,2024-02-23,DE-Berlin,T0090,85005,Refrigerant Charge,124.41,101.99,28.94,255.34,349.14,0.11,310.73,0,55.39,0.1783
50357,2024-02-27,DE-Munich,T0444,85005,Refrigerant Charge,110.03,79.63,20.03,209.69,221.84,0.191,179.47,0,-30.22,-0.1684
50358,2024-11-18,AT-Vienna,T0025,84015,Leak Diagnosis & Seal,179.38,103.63,22.19,305.2,408.37,0.035,394.08,0,88.88,0.2255
50359,2024-12-25,DE-Hamburg,T0392,84015,Leak Diagnosis & Seal,151.27,101.31,21.37,273.95,346.9,0.119,305.62,0,31.67,0.1036
50360,2024-06-22,DE-Munich,T0282,82010,Evaporator Coil Replace,132.53,123.47,14.86,270.86,288.51,0.106,257.93,0,-12.93,-0.0501
50361,2024-10-06,DE-Hamburg,T0122,81433,Drier Replace,725.96,91.98,20.63,838.57,1095.06,0.03,1062.21,0,223.64,0.2105
50362,2024-04-23,DE-Hamburg,T0106,83020,Thermostat Replace,390.73,59.09,18.34,468.16,567.93,0.135,491.26,0,23.1,0.047
50363,2024-10-14,AT-Vienna,T0136,84015,Leak Diagnosis & Seal,173.14,87.98,16.47,277.59,292.14,0.151,248.03,0,-29.56,-0.1192
